userid,followers,friends,statuses,favourites,activity,influence,protected,verified,category
10989702,1436,300,10504,124,70.9475,68.8195,0,0,Technology
109903442,1090,1775,3647,103,69.544,48.6447,0,0,Technology
1099146050,2698,1918,1625,51,71.8162,60.7637,0,0,Technology
1099254780,1225,967,18302,3445,72.1632,67.2718,0,0,Technology
109938868,1127,1407,715,2041,64.0887,59.7611,0,0,Technology
109950549,1302,94,968,64,65.71,50.6068,0,0,Technology
1099517012,848,753,21023,7393,69.9542,68.6936,0,0,Technology
1099552086,1568,1169,2190,1533,71.3851,61.1276,0,0,Technology
109958944,37596,18,3148,24,87.9619,90.0879,0,0,Technology
10998812,64237,4337,61112,626,92.2445,83.699,0,0,Technology
110027274,973,1559,1649,308,67.5431,56.9137,0,0,Technology
1101209479,4133,1944,9312,4040,77.3629,82.8862,0,0,Technology
110121475,269285,1946,13020,821,99.2918,80.5089,0,1,Technology
110171914,54263,19,13243,38641,90.368,81.8255,0,1,Technology
11018442,1554763,95801,396714,8626,97.7379,72.7166,0,1,Technology
110224495,1698,3938,3292,4851,74.1849,72.2932,0,0,Technology
110240818,806,1706,3004,1164,70.1065,66.2066,0,0,Technology
110249178,45297,14689,1639,1579,87.2345,80.3586,0,0,Technology
110299916,1026,1901,4064,323,69.6836,59.077,0,0,Technology
110320759,1152,803,3426,2070,72.1865,70.4279,0,1,Technology
11035782,36911,26339,10260,3622,89.5975,78.3157,0,1,Technology
11042752,1313,857,1746,39,69.8649,64.5396,0,0,Technology
110440084,1488,1619,6590,58,72.2182,57.561,0,0,Technology
1104462150,862,4404,3182,2441,68.7259,45.6071,0,0,Technology
110520327,56794,390,45375,204,91.6802,83.381,0,1,Technology
11052272,1213,324,2467,4483,69.134,64.3243,0,0,Technology
110546136,68749,10208,14533,365,92.4422,81.3534,0,1,Technology
1105468352,1896,4845,7339,11227,74.3,66.8292,0,0,Technology
110564868,2110,179,16770,14217,73.3014,75.7913,0,0,Technology
11063312,43794,10169,80396,4409,89.9878,76.0309,0,1,Technology
1106414388,888,2609,781,2527,63.8541,53.8141,0,0,Technology
11069462,90202,23475,32776,8677,93.0771,79.752,0,1,Technology
1107019070,8083,5836,16116,628,80.5559,66.6857,0,0,Technology
110717466,666,612,2055,502,67.1737,61.638,0,0,Technology
110732734,4394,588,2276,744,77.0628,63.753,0,0,Technology
11073902,127184,19836,18585,394,92.5134,76.6779,0,1,Technology
110775353,319362,16568,51153,3323,87.5972,50.5803,0,1,Technology
110784156,40157,330,2397,699,88.4341,84.3992,0,0,Technology
110794802,1441,1055,845,1424,66.3215,58.5053,0,0,Technology
110823121,9759,4683,14318,13099,82.9541,77.631,0,0,Technology
110866649,7640,426,5457,1147,81.716,77.8567,0,0,Technology
11094232,107524,801,5667,276,94.9086,89.6705,0,0,Technology
11097322,3953,367,3309,232,77.832,64.4243,0,1,Technology
111020569,2737,2125,7864,2429,76.5719,73.6547,0,0,Technology
111032538,45478,14787,8130,1790,87.6357,80.22,0,0,Technology
11104682,75496,37413,65483,2622,90.8314,71.9434,0,0,Technology
111060272,18451,29,6259,1593,84.9566,86.4294,0,1,Technology
111067853,2671,2561,3699,11,63.7038,38.5208,0,0,Technology
111081661,1241,1213,864,3692,57.2934,42.036,0,0,Technology
11109032,647,2372,5144,859,67.5832,62.6498,0,0,Technology
1111821,3797,3661,2836,346,77.5601,68.2289,0,0,Technology
111197966,343433,27,515,1,90.8814,79.8378,0,1,Technology
